171;Rum. teor 80;Grama;11811;0.02;1;230;0;0;0;0;0;0;0
172;Rum. teor 86;Grama;11811;0.02;1;250;0;0;0;0;0;0;0
173;Rum. teor 90;Grama;11811;0.02;1;263;0;0;0;0;0;0;0
174;Rum. teor 94;Grama;11811;0.02;1;274;0;0;0;0;0;0;0
175;Sakê;Grama;11811;0.03;1;134;5;1;0;0;0;0;0
176;Screwdriver (bebida alcoólica);Grama;11811;0;1;81;9;1;0;0;0;0;0
177;Suco de Acerola;Grama;11811;0;1;33;8;0;0;0;0;0;0
178;Tequila Sunrise. enlatada;Grama;11811;0;1;110;11;0;0;0;0;0;0
179;Tom Collins (bebida alcoólica);Grama;11811;0;1;56;1;1;0;0;0;0;0
180;Vermute. doce (bebida alcoólica);Grama;11811;0.03;1;155;16;0;0;0;0;0;0
181;Vermute. seco (bebida alcoólica);Grama;11811;0.03;1;120;6;0;0;0;0;0;0
182;Vinho aperitivo. doce;Grama;11811;0.01;1;155;12;0;0;0;0;0;0
183;Vinho aperitivo. seco;Grama;11811;0.01;1;124;4;0;0;0;0;0;0
184;Vinho aperitivo. seco;Grama;11811;0.01;1;124;4;0;0;0;0;0;0
185;Vinho Branco. médio;Grama;11811;0.01;1;67;1;0;0;0;0;0;0
186;Vinho Branco. seco;Grama;11811;0.01;1;67;1;0;0;0;0;0;0
187;Vinho de Jenipapo;Grama;11811;0.01;1;269;25;0;0;0;0;0;0
188;Vinho de Maçã;Grama;11811;0.01;1;32;1;0;0;0;0;0;0
189;Vinho Moscatel;Grama;11811;0.01;1;137;8;0;0;0;0;0;0
190;Vinho Rosé;Grama;11811;0.01;1;70;1;0;0;0;0;0;0
191;Vinho Tinto;Grama;11811;0.01;1;70;2;0;0;0;0;0;0
192;Vinho. em média;Grama;11811;0.01;1;85;4;0;0;0;0;0;0
193;Vodka. teor 100;Grama;11811;0.01;1;295;0;0;0;0;0;0;0
194;Vodka. teor 80;Grama;11811;0.01;1;230;0;0;0;0;0;0;0
195;Whiskey. teor 86;Grama;11811;0.01;1;250;0;0;0;0;0;0;0
196;Vodka. teor 90;Grama;11811;0.01;1;263;0;0;0;0;0;0;0
197;Vodka. teor 94;Grama;11811;0.01;1;274;0;0;0;0;0;0;0
198;Whiskey Amargo;Grama;11811;0.01;1;148;13;0;0;0;0;0;0
199;Whiskey. teor 100;Grama;11811;0.01;1;295;0;0;0;0;0;0;0
200;Whiskey. teor 80;Grama;11811;0.01;1;230;0;0;0;0;0;0;0
201;Whiskey. teor 86;Grama;11811;0.01;1;250;0;0;0;0;0;0;0
202;Whiskey. teor 90;Grama;11811;0.01;1;263;0;0;0;0;0;0;0
203;Whiskey. teor 94;Grama;11811;0.01;1;274;0;0;0;0;0;0;0
204;Café com Leite NESCAFÉ;Grama;11811;0.05;1;455;55;18;2;0;0;2.91;291
205;Café. com açúcar (pronto para beber);Grama;11811;0.01;1;51;13;1;1;0;0;0;0
206;Café. sem açúcar (pronto para beber);Grama;11811;0.01;1;5;1;0;0;0;0;0;0
207;Cappuccino Classic 3 CORAÇÕES;Grama;11811;0.03;1;433;67;13;12;0;0;5.67;567
208;Cappuccino com Chocolate e Avelã PILÃO;Grama;11811;0.03;1;367;73;10;5;0.03;3;1.67;167
209;Cappuccino Descafeinado DI CAPRI;Grama;11811;0.03;1;400;70;10;10;0;0;0;0
210;Cappuccino Diet DI CAPRI;Grama;11811;0.14;1;286;71;14;0;0;0;3.57;357
211;Cappuccino Light 3 CORAÇÕES;Grama;11811;0.07;1;429;57;29;7;0;0;9.64;964
212;Cappuccino Light DI CAPRI;Grama;11811;0.1;1;350;80;10;0;0;0;3;300
213;Cappuccino Light PILÃO;Grama;11811;0.04;1;391;65;17;7;0;0;5;500
214;Cappuccino Sabor Canela DI CAPRI;Grama;11811;0.01;1;400;70;10;10;0;0;0;0
215;Cappuccino Sabor Chocolate 3 CORAÇÕES;Grama;11811;0.03;1;400;67;13;10;0;0;6;600
216;Cappuccino Sabor Chocolate Suíço DI CAPRI;Grama;11811;0.1;1;400;70;10;10;0;0;0;0
217;Cappuccino Tradicional DI CAPRI;Grama;11811;1;1;400;70;10;10;0;0;0;0
218;Cappuccino Tradicional PILÃO;Grama;11811;0.03;1;400;70;13;8;0.03;3;2.17;217
219;Cappuccino Tradicional Sem Açúcar DI CAPRI;Grama;11811;0.13;1;400;53;13;13;0;0;0;0
220;Capuccino (café);Grama;11811;0;1;32;6;0;0;0;0;0;0
221;Shake Sabor Cappuccino Tradicional DI CAPRI;Grama;11811;0.01;1;120;20;3;3;0;0;0;0
222;Chá com Pessego SANTAL;Grama;11811;0.01;1;40;11;0;0;0;0;0.25;25
223;Chá de Ervas. fervido;Grama;11811;0;1;0;0;0;0;0;0;0;0
224;Chá Diet Matte LEÃO Sabor Limão;Grama;11811;0;1;0;0;0;0;0;0;0.13;13
225;Biscoito BREAK UP Recheado de Morango;Grama;11811;0.08;1;467;70;7;20;0;0;2;200
226;Chá Diet Matte LEÃO Sabor Natural;Grama;11811;0;1;2;0;0;0;0;0;0.15;15
227;Chá Light LIPTON Ice Tea Sabor Limão;Grama;11811;0;1;1;0;0;0;0;0;0;0
228;Biscoito Casadinho de Chocolate Diet SVELTE;Grama;11811;0.1;1;367;67;7;15;0;0;0.83;83
229;Chá Diet Matte LEÃO Sabor Natural;Grama;11811;0;1;2;0;0;0;0;0;0.15;15
230;Biscoito Casadinho de Doce de Leite Diet SVELTE;Grama;11811;0.1;1;367;67;7;13;0;0;0.83;83
231;Chá Light LIPTON Ice Tea Sabor Limão;Grama;11811;0;1;1;0;0;0;0;0;0;0
232;Biscoito Casadinho de Goiaba Diet SVELTE;Grama;11811;0.1;1;367;60;7;17;0;0;0.83;83
233;Chá Light LIPTON Ice Tea Sabor Pêssego;Grama;11811;0;1;1;0;0;0;0;0;0;0
234;Chá Light NESTEA Sabor Limão;Grama;11811;0;1;0;0;0;0;0;0;0.28;28
235;Biscoito CASSINI de Polvilho Doce;Grama;11811;0.03;1;425;83;3;9;0.03;3;1.13;113
236;Chá Light NESTEA Sabor Pêssego;Grama;11811;0.01;1;0;0;0;0;0;0;0.28;28
237;Chá Mate com Limão SANTAL;Grama;11811;0.01;1;40;11;0;0;0;0;0.25;25
238;Chá Verde com Tangerina LEÃO;Grama;11811;0;1;0;0;0;0;0;0;0.06;6
239;Chá Verde FEEL GOOD;Grama;11811;0.01;1;0;0;0;0;0;0;0.3;30
240;Chá. infuso sem açucar;Grama;11811;0;1;2;0;0;0;0;0;0;0
241;Iced Tea Limão LEÃO;Grama;11811;0;1;43;11;0;0;0;0;0.07;7
242;Biscoito CASSINI de Polvilho Salgado;Grama;11811;0.03;1;425;80;3;10;0.03;3;11.25;1125
243;Iced Tea LIPTON Limão;Grama;11811;0;1;36;9;0;0;0;0;0;0
244;Iced Tea LIPTON Pessego;Grama;11811;0;1;32;8;0;0;0;0;0;0
245;Biscoito Champanhe;Grama;11811;0.09;1;387;81;7;4;0;0;0;0
246;Matte com Guaraná LEÃO;Grama;11811;0;1;33;8;0;0;0;0;0;0
247;Biscoito Classic Diet FIBROCRAC;Grama;11811;0.03;1;411;60;6;14;0.06;6;2.17;217
248;Matte com Limão LEÃO;Grama;11811;0;1;36;9;0;0;0;0;0.12;12
249;Biscoito CLUB SOCIAL Pizza;Grama;11811;0.02;1;448;66;8;17;0.02;2;11.82;1182
250;Matte LEÃO;Grama;11811;0.01;1;35;9;0;0;0;0;0;0
251;NESTEA Limão;Grama;11811;0;1;35;9;0;0;0;0;0.28;28
252;Biscoito Coberto Deditos NESTLÉ;Grama;11811;0.22;1;483;67;7;22;0.03;3;2.37;237
253;NESTEA Maracujá;Grama;11811;0;1;35;9;0;0;0;0;0.22;22
254;Biscoito Cream Cracker Light BAUDUCCO;Grama;11811;0.2;1;353;60;10;8;0.05;5;3;300
255;NESTEA Pêssego;Grama;11811;0;1;35;9;0;0;0;0;0.28;28
256;NESTEA Tangerina;Grama;11811;0;1;35;9;0;0;0;0;0.22;22
257;Biscoito DANIX Recheado Choc+Choc;Grama;11811;0.07;1;470;70;6;19;0.02;2;2.27;227
258;Biscoito DANIX Recheado de Chocolate;Grama;11811;0.07;1;477;70;6;19;0;0;2.87;287
259;Isotônico em Pó GOLLY POWER Sabor Maracujá;Grama;11811;0.01;1;62;15;0;0;0;0;0.74;74
260;Isotônico em Pó GOLLY POWER Sabor Tangerina;Grama;11811;0.01;1;62;15;0;0;0;0;0.74;74
261;Biscoito DANIX Recheado de Morango;Grama;11811;0.07;1;467;67;6;19;0;0;2.8;280
262;Repositor Energético em Gel CARB UP;Grama;11811;0.04;1;280;68;0;0;0;0;1.2;120
263;Biscoito de Aveia com Passas;Grama;11811;1;1;472;69;6;19;0;0;0;0
264;Repositor Energético em Pó Sabor Limão POWER BAR;Grama;11811;0.03;1;371;94;0;0;0;0;6.57;657
265;Repositor Energético em Pó Sabor Limão POWER BAR;Grama;11811;0.03;1;371;94;0;0;0;0;6.57;657
