"64006105";0;"Grama";1
"64006105";1;"Pedaço";80
"64006105";0;"Porção";80
"64006105";0;"Quilo";1000
"64006105";0;"Rodela";35
"64007012";0;"Colher de Arroz";60
"64007012";0;"Colher de Sopa";30
"64007012";0;"Concha";120
"64007012";0;"Escumadeira";60
"64007012";0;"Grama";1
"64007012";1;"Pedaço";100
"64007012";0;"Porção";126
"64007012";0;"Quilo";1000
"64007012";0;"Rodela";30
"64007015";0;"Grama";1
"64007015";1;"Pedaço";80
"64007015";0;"Quilo";1000
"64007017";1;"Colher de Arroz";60
"64007017";0;"Grama";1
"64007017";0;"Quilo";1000
"640070113";1;"Colher de Arroz";60
"640070113";0;"Colher de Sopa";30
"640070113";0;"Grama";1
"640070113";0;"Quilo";1000
"640070114";1;"Copo Grande";230
"640070114";0;"Grama";1
"640070114";0;"Prato Fundo";375
"640070114";0;"Quilo";1000
"640070115";1;"Colher de Arroz";40
"640070115";0;"Grama";1
"640070115";0;"Porção";126
"640070115";0;"Quilo";1000
"64007132";0;"Colher de Arroz";62
"64007132";0;"Grama";1
"64007132";0;"Quilo";1000
"64007132";1;"Rodela";30
"64008021";1;"Colher de Sopa";30
"64008021";0;"Grama";1
"64008021";0;"Porção";90
"64008021";0;"Quilo";1000
"64008021";0;"Unidade";140
"64008022";1;"Colher de Arroz";60
"64008022";0;"Colher de Chá";7.5
"64008022";0;"Colher de Sobremesa";15
"64008022";0;"Colher de Sopa";30
"64008022";0;"Concha";80
"64008022";0;"Escumadeira";80
"64008022";0;"Grama";1
"64008022";0;"Metade";70
"64008022";0;"Pedaço";16
"64008022";0;"Pegador";30
"64008022";0;"Porção";90
"64008022";0;"Prato Raso";100
"64008022";0;"Quilo";1000
"64008022";0;"Rodela";16
"64008022";0;"Unidade";140
"64008022";0;"Unidade Pequena";70
"64008023";0;"Grama";1
"64008023";0;"Porção";90
"64008023";0;"Quilo";1000
"64008023";1;"Unidade";140
"64008024";1;"Colher de Arroz";60
"64008024";0;"Colher de Sopa";30
"64008024";0;"Escumadeira";80
"64008024";0;"Grama";1
"64008024";0;"Pedaço";16
"64008024";0;"Porção";90
"64008024";0;"Quilo";1000
"64008024";0;"Rodela";16
"64008024";0;"Unidade";140
"64008024";0;"Unidade Pequena";70
"64008025";0;"Colher de Arroz";50
"64008025";0;"Colher de Sobremesa";12.5
"64008025";0;"Colher de Sopa";25
"64008025";0;"Concha";65
"64008025";0;"Escumadeira";65
"64008025";0;"Fatia";16
"64008025";0;"Garfada";25
"64008025";0;"Grama";1
"64008025";0;"Pedaço";16
"64008025";0;"Pegador";25
"64008025";0;"Pires";39
"64008025";1;"Porção";110
"64008025";0;"Punhado";45
"64008025";0;"Prato de Sobremesa";78
"64008025";0;"Prato Raso";78
"64008025";0;"Quilo";1000
"64008025";0;"Saco";110
"64008025";0;"Unidade";140
"64008025";0;"Unidade Pequena";70
"64008027";0;"Colher de Arroz";80
"64008027";1;"Colher de Sopa";30
"64008027";0;"Escumadeira";100
"64008027";0;"Grama";1
"64008027";0;"Pedaço";16
"64008027";0;"Porção";90
"64008027";0;"Quilo";1000
"64008027";0;"Unidade Pequena";70
"64008028";1;"Colher de Arroz";80
"64008028";0;"Colher de Sopa";30
"64008028";0;"Grama";1
"64008028";0;"Pedaço";16
"64008028";0;"Porção";90
"64008028";0;"Prato Fundo";200
"64008028";0;"Quilo";1000
"64008028";0;"Unidade";80
"64008029";0;"Grama";1
"64008029";1;"Pedaço";16
"64008029";0;"Quilo";1000
"64008029";0;"Rodela";16
"640080212";0;"Colher de Arroz";50
"640080212";0;"Grama";1
"640080212";1;"Porção";110
"640080212";0;"Quilo";1000
"640080213";1;"Colher de Arroz";80
"640080213";0;"Colher de Sopa";30
"640080213";0;"Concha";80
"640080213";0;"Grama";1
"640080213";0;"Pedaço";16
"640080213";0;"Porção";90
"640080213";0;"Prato de Sobremesa";100
"640080213";0;"Quilo";1000
"640080213";0;"Unidade";80
"640080215";0;"Colher de Arroz";40
"640080215";1;"Concha";130
"640080215";0;"Grama";1
"640080215";0;"Quilo";1000
"6400802";0;"Grama";1
"6400802";0;"Pedaço";16
